"PC1","PC2","PC3","PC29","PC30","tag"
-11.1366329448053,-1.49892149190337,0.602591226539069,0.0945925218764034,0.00117974428932494,"High"
-11.9639921786134,-1.41995963654733,0.604750079456204,-0.112819496187878,-0.000367879308630303,"High"
-12.2437514088543,-1.46833316832574,0.55022522306821,-0.121235452249463,-0.00145430292839886,"High"
-12.2363866681111,-1.39971103549783,1.07139173203586,0.0720845348691733,-0.00158350226328777,"High"
-11.5046349588814,-1.2431895555032,0.845258086405027,0.0797311222098643,-0.00023376961366614,"High"
-11.5010091942633,-1.35940109744952,0.647006545162565,0.0616765345272963,-0.0004275872950152,"High"
-12.2377831002776,-1.41511927039809,1.01190544823972,0.0832052997892381,-0.0027480045731908,"High"
-12.2288912870846,-1.45674698502699,0.749804548446843,-0.144712538259541,-0.00293851792508845,"High"
-11.7027341236963,-1.34980622336888,1.01055383187626,-0.101270089098968,0.00141876140076252,"High"
-11.3350406186147,-1.56288546303341,0.544904878160932,0.105202705220755,-0.000451343091757969,"High"
-11.1423635349974,-1.59573405505491,0.615480533484603,0.125953073750455,-0.00195499573812262,"High"
-11.6551746890852,-1.25962137915876,0.655541941192166,0.0573033517894465,0.00259449988179147,"High"
-11.3798055936511,-1.58308788600499,0.617939759632065,0.0609622719031346,0.00150883976951496,"High"
-11.8130280251282,-1.45353361283783,0.641289494167058,0.0530331149150143,0.0012066758010533,"High"
-11.7079631049852,-1.55811163785794,0.956433153730626,0.0863907672792329,-0.00368193688792803,"High"
-11.4625925648029,-1.54434013464514,0.826816701131875,0.100432662403909,0.00106115831796762,"High"
-11.8983628725537,-1.43796358176464,1.1496158279838,0.0897134088833738,-0.00227291324568091,"High"
-11.4873082737763,-1.34023059274267,0.958647401458857,0.126697285717375,-0.00113687142163954,"High"
-11.8153912191491,-1.27178319325495,0.822621504233509,-0.0836324678428539,-0.00189465358653962,"High"
-11.133107254962,-1.42165152935346,0.86757721269443,0.118706326174803,0.00195153294714351,"High"
-11.8696006044852,-1.33766384652958,1.20800204274498,0.0473293803434415,0.00131727928910423,"High"
-11.4609813172502,-1.65115059253248,0.54311792513328,0.111326611711401,-0.000890648628756222,"High"
-11.4688464092613,-1.44484614263,0.959971320918633,0.0851623001034661,-0.0028152543166243,"High"
-11.4596496369317,-1.33785474752695,0.791060787323587,-0.10272432077791,0.00236035439382468,"High"
-11.8695445301632,-1.50679308022734,0.83976764151223,-0.127029430967581,-0.00434153153035047,"High"
-11.8769198018258,-1.44980617449941,1.16137414848322,0.0897842017674501,-0.00298476478381768,"High"
-11.7332051532957,-1.58747007518328,0.5352557450946,0.0604856415171795,0.00232812377691478,"High"
-11.7178551481408,-1.31658886446483,1.18104485575599,-0.0756359567477442,-0.00149543802404867,"High"
-11.8577942997984,-1.24766983228396,0.76261271863151,0.0792876110365437,0.000589016563197667,"High"
-11.7301974735764,-1.67887229817035,0.311043252892141,0.0602588259046066,0.00154081914009398,"High"
-12.2453447086539,-1.26985767112667,1.22906301314516,0.066417729929088,-0.00135665775561587,"High"
-10.9658033054784,-1.61751148455021,0.398978369951264,0.0913259915055953,0.00135809548775753,"Mid"
-11.9788249405848,-1.38685998276624,0.775287479452672,-0.0871456207814929,-0.00327787613008462,"High"
-12.0434598648085,-1.50861770583366,0.967097603094567,0.0844225650224272,-3.57279039600172e-05,"High"
-11.9074764481451,-1.59410097138978,0.364776012319997,-0.127606726101307,-0.0020413801338534,"High"
-11.7101108107125,-1.72142013644285,0.51778571650685,0.053888859162629,-0.000537631962849991,"High"
-11.4651443457617,-1.30910941857662,0.725619698487919,-0.108686440567704,0.00265475476738046,"High"
-11.4890330867517,-1.42775565830015,0.694977959439096,0.102700449772594,-0.00103418742775438,"High"
-12.223610218452,-1.4863463329259,0.731114946661978,-0.109684913126068,-0.00411643491231528,"High"
-11.6440335088516,-1.23943640993924,0.598960067140489,-0.13536335743455,0.00201302396254147,"High"
-11.4665167560555,-1.32452746223713,0.666137279368178,-0.0975623637263756,0.00149060267442376,"High"
-11.8042172793685,-1.59930526764207,0.424332892434152,0.0699929046808649,-0.000166459735308142,"High"
-11.8986212860192,-1.16527245264618,1.15893472491597,0.0480358540665973,0.00362292511666643,"High"
-11.6663393070532,-1.53667318429808,1.10052990733199,-0.0779736568920757,-0.000890142812677616,"High"
-11.1094958951384,-1.62292813145735,0.429192723535284,-0.0684508433751485,0.00036326243927555,"High"
-11.8790195239559,-1.39419543216593,1.24422286587488,0.0882891265471901,0.00142323112839471,"High"
-11.5216578934747,-1.50616210757741,1.12870944463941,0.070757536148266,0.000415032476895588,"High"
-12.1477575554044,-1.49750318660684,0.458743913619005,-0.114749083425829,-0.00384334436226917,"High"
-12.2111052698352,-1.17373916488886,1.32702598269188,0.0479063912805313,0.00135440287380204,"High"
-11.1276053908567,-1.75267596452957,0.160901046517417,-0.07543453638475,0.000581110346418112,"High"
-11.8454539370599,-1.29067493555465,0.868877542213213,0.109179774488589,0.000283653030943076,"High"
-11.8802112232279,-1.47680269402731,0.763771880714215,-0.0811935507045715,0.00153166123008507,"High"
-11.9893189570464,-1.38930579987462,0.299207375254667,-0.118976243771296,0.001449016142134,"High"
-11.6470456519164,-1.33460550340435,0.701795530215051,-0.0884470641741377,0.00268609005296272,"High"
-11.4433023041085,-1.45852656729794,0.648686574162403,-0.104142586474609,-0.00137340198060891,"High"
-11.6318372773497,-1.28238266064846,0.705201702663824,-0.105491065510086,0.00170555912860844,"High"
-11.9090812119049,-1.46273622230961,0.622614318944862,-0.120586793385953,-0.000673954501994672,"High"
-11.4802303604349,-1.58880470622136,0.732484055264827,0.102092091149799,-0.00261012065291287,"High"
-12.0349411043594,-1.27117658290268,1.34207345688209,-0.0927864288490598,-0.00316061852005205,"High"
-11.7306242902699,-1.41481868829374,0.972946053087498,0.093178589957667,-0.00165808362385078,"High"
-11.8951726651919,-1.56997570902109,0.892032590000995,0.0829120629714094,-0.00361722455907661,"High"
-11.618042448314,-1.70137165577356,0.203510088731286,-0.102243176849528,-0.00146727785965238,"High"
-11.6760167426158,-1.618115432557,0.14252541572587,0.0748523693718247,-0.00166950528748054,"High"
-11.3151367363669,-1.68845253109764,0.271358673023559,-0.0705108380799179,-0.00240665498126208,"High"
-11.7936133177044,-1.49342506899619,0.541547733124711,-0.114169783480706,-0.00465177164433025,"High"
-11.8762731742639,-1.59314174985683,0.565570580264886,-0.0992050834107142,0.00134239636903943,"High"
-12.0463075174532,-1.43969924644712,1.14045052527841,-0.0937672079043087,-0.00237075332452895,"High"
-11.8031478831934,-1.36333629437912,0.699126262000538,-0.119916074531115,-0.00443333234337233,"High"
-11.4712104785835,-1.39626521309564,0.737428206557939,-0.0772408298501993,-0.00133309467803991,"High"
-11.7997471161412,-1.54037489423108,0.301093866997474,-0.128666782733694,-0.00131890229209947,"High"
-12.3879758725671,-1.08913458703248,1.38082444161845,-0.139902858063903,-0.00222184271205636,"High"
-11.9000979098387,-1.20306636354451,1.04855022433727,-0.119293088765281,-0.000667409420090331,"High"
-11.2834514121099,-1.61240503568978,0.526516420328783,0.0674983195457204,-0.000874948410159254,"High"
-11.9876424829538,-1.43255069292251,0.858104696488381,0.0879284627822151,-0.00207804785216752,"High"
-11.61523588093,-1.38426303150206,1.0353416434474,0.0869344439342981,0.00079390947725852,"High"
-11.5783845841164,-1.66296033880787,0.50096422595393,0.0828621281519882,-0.00126888885720382,"High"
-11.8601172462883,-1.48371014662073,0.991153651951127,0.0643819039046691,-4.6050172757689e-05,"High"
-11.781325336077,-1.41075457504206,0.569435784808474,-0.121640034747668,-0.0015321973789386,"High"
-11.4675011843869,-1.44539543320381,0.960187742796746,0.0853477676942203,-0.00279564216762526,"High"
-11.8149116569952,-1.4051488585084,0.418823673334262,-0.109303776613382,0.00269583977856611,"High"
-11.8945595604604,-1.63734148490639,0.471133588135177,-0.097635076538938,-0.00233833845939402,"High"
-12.0695634692045,-1.50006509111187,0.610544606495017,-0.100279936029574,-0.00135482097149552,"High"
-11.994084269131,-1.08100053854496,0.955116723646544,-0.103172483640728,-0.000294486107816377,"High"
-11.493577514451,-1.44985627272768,0.513014601113169,0.0772406067107911,0.00261777958922815,"High"
-11.5003266706383,-1.58678830213626,0.492339928458615,0.101861032222278,-0.0010914779621149,"High"
-11.618645388545,-1.48707862683684,0.712139541514765,0.0740186298544205,-0.000272111442116224,"High"
-11.7861779982837,-1.18788951537235,1.05144793687185,-0.114426405632376,0.00061903072027672,"High"
-11.7317078267565,-1.53824897605695,0.688741649708196,-0.0826742454642179,-0.00204668347251365,"High"
-11.4641916913983,-1.36803719181168,1.22513894686455,0.109431764701249,-0.00202700546232457,"High"
-11.5337726649924,-1.54634298302265,0.542221651804339,-0.128421901200996,0.000849488910679014,"High"
-11.3525821639809,-1.52872633634847,0.932643477405007,-0.0776686622790459,0.00139694092834659,"High"
-11.557148269434,-1.53173578497341,0.859267758599537,0.10545786520943,0.00232702304161141,"High"
-11.8943909312894,-1.25739656032069,1.05579065610124,-0.102119731071912,-0.00125464118741651,"High"
-11.4673898757341,-1.5063598137529,0.760460994505673,0.0946980140718977,0.000517508602246419,"High"
-12.0471970497917,-1.45509182739771,0.960174074794973,0.0675207848726623,0.000580221652971835,"High"
-11.6272094317843,-1.31685076844223,0.903274320637889,0.0750058413240501,0.000520144948844309,"High"
-11.8251445334,-1.52769561991542,0.528305893279095,0.0897532880070114,-0.00363901798758981,"High"
-11.2923248291219,-1.54970165447851,0.263203676691582,-0.118788487172508,0.000623077424374147,"High"
-11.7143976483444,-1.55638178914888,0.577864443945633,-0.119319849333812,0.0020435754214322,"High"
-11.6464297604453,-1.46831995290871,0.354289324161588,-0.110784279944882,-0.00246392607662335,"High"
-11.8531291108588,-1.33974885972805,0.538666889100296,0.0792893179911504,-0.000174123104320675,"High"
-11.4986607150932,-1.55428265540729,1.12007966148229,-0.0809018174367502,-0.000774794659825481,"High"
-11.6547448475881,-1.38366961881751,0.371581012425739,-0.11834083259284,0.00222796370075241,"High"
-11.7463284351658,-1.52957025439606,0.764302976274352,0.0752132327210666,-0.000261024295055909,"High"
-11.705630543133,-1.29662365154156,1.00376556725049,-0.118055952004512,0.00204696855081889,"High"
-11.6931352886383,-1.50103516368279,1.01059133048598,0.061357697643354,5.91416886483731e-05,"High"
-12.1306908194148,-1.31257619665198,0.810054353789911,-0.109114741100895,0.000362213188442595,"High"
-11.4668045500769,-1.44567988725096,0.960299818412196,0.0854438134108611,-0.00278548587617941,"High"
-11.8175807799662,-1.54130735925238,0.653341476849955,0.0846873766721175,-0.00275910997674304,"High"
-12.3927263794033,-1.44070691555724,0.730873142519721,-0.141254470312711,-0.0029978313665148,"High"
-11.9060278818522,-1.34011025288662,0.907135625788543,0.0555376195795364,-0.000256636863726137,"High"
-12.1961877099541,-1.24527029898431,1.04635528608238,-0.144881152075607,-3.17073998370998e-06,"High"
-11.3019839673202,-1.60613515251239,0.299385853057537,-0.0778618601813944,0.000725527094200415,"High"
-12.0617725717776,-1.30263950164603,0.831131531907597,-0.134091635698091,-0.000941903776596656,"High"
-11.8240946317617,-1.18972777859409,0.750341909978933,-0.106423505514616,-0.0009765988832309,"High"
-11.900633247797,-1.17537407734071,1.43581424202203,0.103668131350298,0.000414569101885712,"High"
-11.7796503489251,-1.21705662101327,1.1170552067925,-0.108321873228253,0.000339689675416768,"High"
-12.2469217763791,-1.23663527588422,1.03148120907324,-0.113658562904587,-0.000126766023657576,"High"
-11.692020635152,-1.46095493246673,1.04417076879164,0.0681110716909729,0.000635060080329417,"High"
-11.3122843820073,-1.62666342834054,0.356102990783033,0.114920766286824,0.00131926060657471,"High"
-11.5550231505082,-1.68573142905781,0.550627852101982,-0.0799289772262804,-0.00215747939344052,"High"
-12.2344161109561,-1.39099590784898,1.07068194209425,0.0724875381539193,-0.00240299085440493,"High"
-12.0430823410802,-1.36059557481879,0.978387711726171,-0.129340837520004,-0.00418485718944366,"High"
-12.1940877569283,-1.20060407076584,0.683640185978012,0.0620286210944546,0.000455436785009658,"High"
-11.8081563468216,-1.36729349487266,0.905465208794547,0.0774638125453099,0.00114987022714808,"High"
-11.4518120254771,-1.6909161077896,0.610177002863347,0.117664029713364,-0.000283259428788152,"High"
