YMD,Product1,Product2,Time
20190106,4374727,12738123,1
20190113,3207331,12916400,2
20190120,3339479,14639175,3
20190127,3525728,12171131,4
20190203,4265137,13032856,5
20190210,4977378,14329016,6
20190217,3122006,14126851,7
20190224,3338361,12766686,8
20190303,3512670,13824043,9
20190310,3893406,15181926,10
20190317,4548177,14724554,11
20190324,5216008,13155203,12
20190331,3090287,13811339,13
20190407,3344723,14409815,14
20190414,3677999,14982478,15
20190421,3973583,14898550,16
20190428,5279475,13112259,17
20190505,3312839,14238175,18
20190512,3640552,14919475,19
20190519,4331712,15069708,20
20190526,5076637,13734747,21
20190602,3971782,14234121,22
20190609,5440865,15289538,23
20190616,3275423,14727138,24
20190623,4117137,13942963,25
20190630,3551314,13668803,26
20190707,4369707,15857785,27
20190714,3425829,13131792,28
20190721,4080492,13424197,29
20190728,4672027,13891378,30
20190804,3291076,14264873,31
20190811,3734236,14810017,32
20190818,4131930,14551114,33
20190825,5187530,12904530,34
20190901,3463305,14236523,35
20190908,3423865,14348603,36
20190915,4344010,14750368,37
20190922,5202602,12894956,38
20190929,2922966,13276141,39
20191006,3295047,14580834,40
20191013,3666887,15223206.2,41
20191020,4220527,14632057,42
20191027,4507053,12491882,43
20191103,3068050,13366446,44
20191110,3412852,14084838,45
20191117,4149640,14182331,46
20191124,4679273,12563363,47
20191201,2933727,13260554,48
20191208,3334222,14266379,49
20191215,3763175,14273955,50
20191222,5646149,12266166,51
20191229,2987835,11686546,52
20200105,4003814,12613644,53
20200112,2775446,12942803,54
20200119,3406011,14166348,55
20200126,4128079,11843108,56
20200202,2774257,13026938,57
20200209,3123248,13512065,58
20200216,4090352,13797391,59
20200223,4719092,11994771,60
20200301,2850366,13157141,61
20200308,3204588,14699745,62
20200315,4191666,14658737,63
20200322,5879848,14965689,64
20200329,3320538,15238644,65
20200405,2861088,13746562,66
20200412,3346796,14511210,67
20200419,3659875,14213170,68
20200426,5412466,12728732,69
20200503,2826913,14314264,70
20200510,3186897,15419915,71
20200517,4281845,15126753,72
20200524,5001007,14165254,73
20200607,4238757,15920451,74
20200614,5248152,16133136,75
20200621,3283287,13960878,76
20200628,3083314,14563210,77
20200631,3038252,15051529,78
20200705,4125213,16004468,79
20200712,4627097,15781919,80
20200719,3119742,13400354,81
20200726,3324375,14116428,82
20200802,3441132,14671004,83
20200809,3697971,15462307,84
20200816,4485587,15359603,85
20200823,4872082,13316671,86
20200906,3180537,15248398,87
20200913,4355014,15069252,88
20200920,4840930,12671008,89
20200927,2835244,13573525,90
20200930,3021815,14056822,91
20201004,2963552,14181991,92
20201011,3217893,14646775,93
20201018,4091241,14744600,94
20201025,4306770,12772044,95
20201101,2965502,13209555,96
20201108,3118255,14193719,97
20201115,4085284,15309112,98
20201122,4464900,13194395,99
20201206,3831187,13269296,100
20201213,5159027,13526735,101
20201220,5420471,13238199,102
20201227,4638873,12234692,103
20201229,2828632,12962991,104
20210103,2509535,12756777,105
20210110,3081300,13759975,106
20210117,3627540,14298125,107
20210124,4098938,11721062,108
20210207,3542365,13526494,109
20210214,4185549,13441686,110
20210221,3800726,10458015,111
20210228,3218928,12959036,112
20210231,3052240,12514457,113
20210304,2835453,14552489,114
20210307,3131283,14529700,115
20210314,4093491,14276962,116
20210321,5088403,12911313,117
20210328,2730703,13617776,118
20210402,3120869,13951498.5,119
20210411,3137968,16054817,120
20210418,4128440,14657176,121
20210425,4295427,14297202.9,122
20210509,3823829,15776757,123
20210516,4250719,14158384,124
20210523,4429906,12468976,125
20210530,3088764,13999456,126
20210604,3022488,14248653,127
20210606,2976197,15389566,128
20210613,4288219,14344985,129
20210620,5565214,12361188,130
20210627,3291135,12934410,131
20210701,3320176,13494460,132
20210711,3003206.7,14200563,133
20210718,3776015,13306987.5,134
20210725,5103655,13051168,135
20210808,4132605,14180921,136
20210815,3649249,13067076,137
20210822,4249182,12528218,138
20210829,3244832,13331367.7,139
20210903,2854284,13079950,140
20210905,3512389,14238404.3,141
20210912,3407865,12818545,142
20210919,5075517,12279029,143
20210926,3470933,12478978,144
20211010,3230893,13862703,145
20211017,3856050,13171356,146
20211024,4229092,12229921,147
20211031,3275092,13210266,148
20211107,4082376,13531973,149
20211114,3682441,12118513,150
20211121,4785748,12290192,151
20211128,2753385,12013689.8,152
20211202,2984626,11805265.6,153
20211205,2899937,13680348.7,154
20211212,3235373,12216544.5,155
20211219,4977417,11817668.6,156
20211226,2758312,11741815,157
20220109,4580028,12282119.1,158
20220116,3530822,12067208,159
20220123,2773498,10735466.6,160
20220130,2743764,10862082.6,161
20220206,3026038,11512849.3,162
20220213,3309167,11841966,163
20220220,5167188,11738377,164
20220227,3161843,12219523.5,165
20220303,2995622,13149942.2,166
20220306,4264970,13108695.4,167
20220313,3203645,12160080,168
20220320,4581047,11555519,169
20220327,2870267,12059225,170
20220401,3205509,13129738.1,171
20220410,3414393,13750729,172
20220417,3528132,11745334.3,173
20220424,4486068,11694785.2,174
20220508,3838649,13166704.1,175
